what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1475471074430
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1475471074430
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1475471074431
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1475471074431
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1475471074431
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1475471074432
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1475471074432
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1475471074432
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1475471074432
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1475471074432
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1475471074432
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1475471074434
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1475471074435
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1475471074435
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1475471074435
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1475471074435
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1475471074436
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1475471074455
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1475471074455
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1475471074470
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1475471074470
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1475471074471
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1475471074471
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1475471074471
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1475471074471
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1475471074472
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1475471074472
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1475471074472
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1475471074473
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1475471074473
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1475471074474
os,sysinfo,,,"linux",1475471074479
arch,sysinfo,,,"x86_64",1475471074479
ws,sysinfo,,,"gtk",1475471074479
locale,sysinfo,,,"pt_BR",1475471074479
processors,sysinfo,,,"1",1475471074479
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1475471074479
java.runtime.version,sysinfo,,,"1.7.0_111-b01",1475471074479
java.specification.name,sysinfo,,,"Java Platform API Specification",1475471074479
java.specification.vendor,sysinfo,,,"Oracle Corporation",1475471074479
java.specification.version,sysinfo,,,"1.7",1475471074479
java.vendor,sysinfo,,,"Oracle Corporation",1475471074479
java.version,sysinfo,,,"1.7.0_111",1475471074479
java.vm.info,sysinfo,,,"mixed mode",1475471074479
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1475471074479
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1475471074479
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1475471074479
java.vm.specification.version,sysinfo,,,"1.7",1475471074479
java.vm.vendor,sysinfo,,,"Oracle Corporation",1475471074479
java.vm.version,sysinfo,,,"24.111-b01",1475471074479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1475471076576
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1475471076856
